11.1472 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 14.192302
11.1473 	DATA 	Keypress: left
11.1513 	EXP 	fixation: autoDraw = False
11.1513 	EXP 	boxLeft: autoDraw = False
11.1513 	EXP 	boxRight: autoDraw = False
11.1513 	EXP 	cue: autoDraw = False
11.1513 	EXP 	target: autoDraw = False
11.1513 	EXP 	blank: autoDraw = True
11.2596 	EXP 	Device response: <KeyPress from None: t=11.143505334854126, value=left, duration=0.11397576332092285>
11.9890 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'cueType': 'exogenous', 'validity': 'valid', 'cueSide': 'right', 'targetSide': 'right', 'cueFile': 'posner/cue_box.png', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
11.9901 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 15.035215
11.9931 	EXP 	blank: autoDraw = False
11.9931 	EXP 	blank: autoDraw = False
11.9931 	EXP 	cue: image = 'posner/cue_box.png'
11.9931 	EXP 	target: image = 'posner/target_dot.png'
11.9931 	EXP 	fixation: autoDraw = True
11.9931 	EXP 	boxLeft: autoDraw = True
11.9931 	EXP 	boxRight: autoDraw = True
12.4766 	EXP 	cue: autoDraw = True
12.4892 	EXP 	CODE: 12 TRIGGER: (CUE_RIGHT) TIMESTAMP: 15.534318
12.5641 	EXP 	cue: autoDraw = False
13.1227 	INFO 	Keyboard events cleared
13.1227 	EXP 	target: autoDraw = True
13.1354 	EXP 	CODE: 22 TRIGGER: (TARGET_RIGHT) TIMESTAMP: 16.180485
13.3359 	DATA 	Keypress: right
13.3395 	EXP 	Device response: <KeyPress from None: t=13.335744142532349, value=right, duration=None>
13.3395 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 16.384659
13.3396 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 16.384697
13.3436 	EXP 	fixation: autoDraw = False
13.3436 	EXP 	boxLeft: autoDraw = False
13.3436 	EXP 	boxRight: autoDraw = False
13.3436 	EXP 	cue: autoDraw = False
13.3436 	EXP 	target: autoDraw = False
13.3436 	EXP 	blank: autoDraw = True
13.4187 	EXP 	Device response: <KeyPress from None: t=13.335744142532349, value=right, duration=0.07996654510498047>
14.1815 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'cueType': 'exogenous', 'validity': 'valid', 'cueSide': 'right', 'targetSide': 'right', 'cueFile': 'posner/cue_box.png', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
